"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"서울특별시 성북구 석관동(1129081000)","16,629","16,629","840","1,041","2,174","2,401","2,354","2,848","2,725","1,496","701","46","3","17,147","17,147","747","948","2,410","2,227","2,165","2,820","2,899","1,848","962","117","4"
"서울특별시 강북구 (1130500000)","138,198","138,198","5,698","9,571","17,741","18,221","20,201","24,795","22,682","12,766","6,044","466","13","147,682","147,682","5,389","9,374","19,643","16,382","18,808","25,312","25,321","17,091","9,116","1,220","26"
"서울특별시 강북구 삼양동(1130553400)","11,056","11,056","487","818","1,439","1,368","1,571","2,054","1,821","1,029","443","26","0","11,218","11,218","452","737","1,301","1,231","1,446","2,111","1,956","1,243","656","83","2"
"서울특별시 강북구 미아동(1130553500)","9,904","9,904","285","592","1,467","1,462","1,313","1,748","1,681","897","426","33","0","10,849","10,849","251","541","2,030","1,196","1,264","1,782","1,864","1,165","672","83","1"
"서울특별시 강북구 송중동(1130554500)","13,636","13,636","605","885","1,800","1,871","2,025","2,380","2,241","1,224","556","48","1","14,735","14,735","614","940","1,920","1,793","1,966","2,525","2,564","1,576","741","96","0"
"서울특별시 강북구 송천동(1130555500)","12,231","12,231","355","654","1,455","1,595","1,631","2,310","2,391","1,240","551","46","3","12,420","12,420","352","656","1,450","1,334","1,458","2,248","2,394","1,615","807","101","5"
"서울특별시 강북구 삼각산동(1130557500)","14,603","14,603","1,141","1,913","1,598","1,505","2,626","2,801","1,706","904","386","23","0","15,848","15,848","1,041","1,856","1,642","1,639","2,883","2,821","1,976","1,228","659","100","3"
"서울특별시 강북구 번1동(1130559500)","8,211","8,211","236","394","1,271","1,273","1,315","1,449","1,214","707","337","14","1","8,317","8,317","216","448","1,479","1,110","1,051","1,318","1,299","896","434","63","3"
"서울특별시 강북구 번2동(1130560300)","7,084","7,084","245","441","909","825","1,013","1,233","1,291","752","351","24","0","7,693","7,693","232","372","872","734","898","1,287","1,425","1,191","609","71","2"
"서울특별시 강북구 번3동(1130560800)","7,539","7,539","322","563","838","806","1,020","1,377","1,249","862","471","29","2","8,680","8,680","308","561","809","786","1,034","1,397","1,441","1,513","743","88","0"
"서울특별시 강북구 수유1동(1130561500)","9,636","9,636","343","592","1,248","1,429","1,391","1,652","1,638","897","401","45","0","10,099","10,099","342","612","1,480","1,187","1,192","1,645","1,817","1,123","613","88","0"
"서울특별시 강북구 수유2동(1130562500)","9,682","9,682","426","635","1,127","1,253","1,387","1,697","1,650","977","488","40","2","10,759","10,759","377","595","1,358","1,094","1,281","1,864","2,006","1,270","799","115","0"
"서울특별시 강북구 수유3동(1130563500)","11,262","11,262","289","479","1,894","1,820","1,581","1,972","1,796","934","461","36","0","11,695","11,695","275","522","2,298","1,508","1,298","1,908","1,915","1,231","659","78","3"
"서울특별시 강북구 우이동(1130564500)","9,452","9,452","409","629","1,048","1,224","1,345","1,720","1,581","950","496","48","2","10,386","10,386","390","610","1,253","1,145","1,223","1,830","1,858","1,228","735","110","4"
"서울특별시 강북구 인수동(1130566000)","13,902","13,902","555","976","1,647","1,790","1,983","2,402","2,423","1,393","677","54","2","14,983","14,983","539","924","1,751","1,625","1,814","2,576","2,806","1,812","989","144","3"
"서울특별시 도봉구 (1132000000)","148,216","148,216","7,137","11,383","18,342","19,233","21,023","25,912","25,104","13,547","5,988","530","17","157,841","157,841","6,615","10,678","18,670","18,268","20,839","28,252","28,185","15,890","8,907","1,483","54"
"서울특별시 도봉구 창제1동(1132051100)","11,424","11,424","566","974","1,451","1,569","1,723","2,013","1,708","922","451","46","1","12,537","12,537","538","934","1,476","1,530","1,788","2,251","2,070","1,146","690","109","5"
"서울특별시 도봉구 창제2동(1132051200)","13,557","13,557","676","1,020","1,789","1,918","2,033","2,327","2,121","1,132","510","31","0","14,451","14,451","646","964","1,844","1,836","1,995","2,627","2,335","1,375","712","114","3"
"서울특별시 도봉구 창제3동(1132051300)","6,532","6,532","248","477","784","800","986","1,196","1,134","615","276","16","0","6,571","6,571","229","403","702","669","874","1,239","1,221","749","437","44","4"
"서울특별시 도봉구 창제4동(1132051400)","12,603","12,603","717","1,167","1,668","1,707","1,846","2,211","1,974","868","389","54","2","13,831","13,831","662","1,123","1,863","1,749","2,026","2,538","2,113","1,008","620","127","2"
"서울특별시 도봉구 창제5동(1132051500)","11,362","11,362","588","881","1,514","1,684","1,519","1,938","1,848","933","411","42","4","12,483","12,483","545","836","1,621","1,715","1,621","2,293","2,102","1,040","599","108","3"
"서울특별시 도봉구 도봉제1동(1132052100)","9,940","9,940","298","498","1,066","1,107","1,330","1,786","1,947","1,284","578","43","3","9,974","9,974","303","469","1,015","933","1,114","1,703","2,027","1,522","767","118","3"
"서울특별시 도봉구 도봉제2동(1132052200)","12,739","12,739","715","719","1,354","1,694","1,784","2,028","2,320","1,465","608","51","1","13,327","13,327","652","694","1,290","1,647","1,613","2,180","2,596","1,661","841","146","7"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,822","9,822","460","663","1,201","1,216","1,392","1,815","1,627","931","480","36","1","10,840","10,840","406","735","1,548","1,133","1,331","1,900","1,888","1,122","682","93","2"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,483","8,483","389","600","1,059","1,209","1,229","1,456","1,427","757","315","42","0","9,327","9,327","376","496","1,064","1,093","1,188","1,684","1,767","980","557","116","6"
"서울특별시 도봉구 쌍문제3동(1132068000)","7,829","7,829","324","450","1,084","1,204","1,135","1,345","1,211","712","344","19","1","8,534","8,534","326","452","1,243","1,147","1,072","1,430","1,441","888","473","57","5"
"서울특별시 도봉구 쌍문제4동(1132068100)","8,487","8,487","493","925","1,085","982","1,235","1,422","1,420","662","233","30","0","9,506","9,506","408","865","1,038","1,112","1,384","1,764","1,710","674","468","83","0"
"서울특별시 도봉구 방학제1동(1132069000)","13,621","13,621","576","1,020","1,692","1,581","1,862","2,556","2,453","1,265","571","43","2","13,931","13,931","550","984","1,747","1,463","1,816","2,513","2,511","1,499","741","102","5"
"서울특별시 도봉구 방학제2동(1132070000)","9,266","9,266","321","619","1,142","1,103","1,191","1,773","1,710","939","438","28","2","9,096","9,096","307","581","963","867","1,099","1,719","1,791","1,075","607","87","0"
"서울특별시 도봉구 방학제3동(1132071000)","12,551","12,551","766","1,370","1,453","1,459","1,758","2,046","2,204","1,062","384","49","0","13,433","13,433","667","1,142","1,256","1,374","1,918","2,411","2,613","1,151","713","179","9"
"서울특별시 노원구 (1135000000)","238,110","238,110","13,252","24,276","33,299","30,575","35,301","41,655","33,959","17,721","7,317","737","18","258,296","258,296","12,497","22,628","32,475","30,130","38,762","44,869","39,439","22,542","12,669","2,217","68"
"서울특별시 노원구 월계1동(1135056000)","10,511","10,511","450","811","2,078","1,287","1,417","1,674","1,507","893","363","30","1","9,938","9,938","397","730","1,480","1,037","1,368","1,641","1,601","1,063","540","80","1"
"서울특별시 노원구 월계2동(1135057000)","12,204","12,204","692","965","1,404","1,407","1,868","2,116","2,027","1,213","458","52","2","13,236","13,236","629","923","1,316","1,393","1,833","2,203","2,473","1,507","797","157","5"
"서울특별시 노원구 월계3동(1135058000)","13,638","13,638","885","968","1,526","2,137","2,070","2,166","2,035","1,280","527","43","1","14,913","14,913","795","852","1,578","2,086","2,031","2,379","2,611","1,580","857","139","5"
"서울특별시 노원구 공릉1동(1135059500)","17,382","17,382","745","1,262","3,236","2,483","2,435","2,685","2,551","1,393","544","48","0","18,599","18,599","704","1,242","3,414","2,415","2,435","2,790","2,961","1,710","787","136","5"
"서울특별시 노원구 공릉2동(1135060000)","20,109","20,109","1,467","2,116","3,330","2,704","3,149","3,144","2,446","1,249","457","47","0","21,337","21,337","1,358","2,076","3,514","2,728","3,396","3,270","2,795","1,370","717","111","2"
"서울특별시 노원구 하계1동(1135061100)","12,646","12,646","432","1,704","2,485","1,338","1,427","2,313","1,810","768","325","44","0","13,702","13,702","409","1,380","2,163","1,238","1,808","2,490","2,114","1,226","742","128","4"
"서울특별시 노원구 하계2동(1135061200)","10,071","10,071","649","1,226","1,326","1,169","1,557","1,814","1,412","596","284","38","0","11,116","11,116","536","1,186","1,242","1,275","1,823","2,013","1,563","870","529","79","0"
"서울특별시 노원구 중계본동(1135061900)","11,108","11,108","575","2,110","1,428","826","1,802","2,319","1,349","464","219","15","1","11,821","11,821","543","2,005","1,449","853","2,367","2,332","1,256","574","365","76","1"
"서울특별시 노원구 중계1동(1135062100)","12,803","12,803","894","2,790","1,432","815","2,446","2,524","1,233","458","187","23","1","13,462","13,462","783","2,409","1,296","1,040","3,203","2,420","1,286","582","382","59","2"
"서울특별시 노원구 중계4동(1135062400)","9,133","9,133","423","1,027","1,185","922","1,333","1,786","1,323","751","354","28","1","9,929","9,929","431","908","1,073","883","1,490","1,833","1,442","1,162","580","126","1"
"서울특별시 노원구 중계2.3동(1135062500)","14,673","14,673","709","1,300","1,773","1,896","2,276","2,596","2,185","1,268","598","72","0","17,571","17,571","761","1,305","1,818","1,929","2,433","2,950","2,824","2,079","1,265","201","6"
"서울특별시 노원구 상계1동(1135063000)","17,599","17,599","887","1,461","2,244","2,196","2,405","3,137","3,040","1,555","608","64","2","19,082","19,082","861","1,401","2,271","2,165","2,574","3,550","3,446","1,723","926","159","6"
"서울특별시 노원구 상계2동(1135064000)","9,383","9,383","327","728","1,488","1,147","1,229","1,818","1,571","760","292","23","0","9,666","9,666","336","795","1,413","1,024","1,224","1,901","1,627","781","478","81","6"
"서울특별시 노원구 상계3.4동(1135066500)","13,595","13,595","729","1,127","1,613","1,517","1,931","2,484","2,318","1,261","570","44","1","13,782","13,782","711","971","1,449","1,306","1,874","2,501","2,396","1,513","944","109","8"
"서울특별시 노원구 상계5동(1135067000)","11,112","11,112","407","871","1,480","1,393","1,452","2,111","1,868","1,022","450","57","1","11,782","11,782","406","799","1,369","1,199","1,457","2,255","2,073","1,327","764","127","6"
"서울특별시 노원구 상계6.7동(1135069500)","14,388","14,388","924","1,341","1,887","2,269","2,157","2,495","1,916","957","401","38","3","16,852","16,852","885","1,249","2,104","2,395","2,569","3,019","2,508","1,220","721","177","5"
"서울특별시 노원구 상계8동(1135070000)","10,304","10,304","930","862","1,139","2,367","1,711","1,452","1,009","583","223","25","3","11,349","11,349","910","832","1,163","2,382","1,825","1,661","1,336","738","418","83","1"
"서울특별시 노원구 상계9동(1135071000)","9,142","9,142","540","864","1,199","1,348","1,333","1,613","1,263","688","264","30","0","10,369","10,369","472","825","1,162","1,313","1,570","1,912","1,638","876","492","107","2"
"서울특별시 노원구 상계10동(1135072000)","8,309","8,309","587","743","1,046","1,354","1,303","1,408","1,096","562","193","16","1","9,790","9,790","570","740","1,201","1,469","1,482","1,749","1,489","641","365","82","2"
"서울특별시 은평구 (1138000000)","220,905","220,905","12,029","17,912","28,397","32,428","34,141","37,597","32,138","17,485","8,098","664","16","244,755","244,755","11,485","17,105","32,776","33,995","35,080","40,450","37,191","22,781","12,147","1,702","43"
"서울특별시 은평구 녹번동(1138051000)","16,864","16,864","985","1,035","2,050","2,740","2,709","2,773","2,481","1,367","682","41","1","19,098","19,098","1,055","1,070","2,391","2,892","2,613","3,049","2,962","1,923","982","159","2"
"서울특별시 은평구 불광제1동(1138052000)","17,631","17,631","909","1,242","2,213","2,654","2,503","3,029","2,788","1,446","772","74","1","19,923","19,923","870","1,104","2,536","2,698","2,668","3,358","3,291","2,027","1,197","170","4"
"서울특별시 은평구 불광제2동(1138053000)","12,845","12,845","376","748","1,822","1,960","1,723","2,222","2,158","1,226","577","32","1","13,843","13,843","387","676","1,942","1,822","1,611","2,428","2,461","1,577","830","106","3"
